4898 11 1
0,3076923077 0,026788202 0,2168674699 0,3082822086 0,1300075149 0,149825784 0,373549884 1 0,2545454545 0,2674418605 0,1290322581 0,5
0,1730769231 0,000238825 0,1987951807 0,1042944785 0,106884791 0,0801393728 0,1995359629 5,56992820362553E-06 0,4818181818 0,3139534884 0,5 0,5
0,2211538462 0,000248776 0,1927710843 0,1104294479 0,1502398983 0,1742160279 0,403712297 9,4598780621718E-06 0,6090909091 0,5 0,2419354839 0,3333333333
0,3173076923 0,000238825 0,1807228916 0,1426380368 0,118446153 0,212543554 0,4245939675 9,3098799956469E-06 0,3636363636 0,3139534884 0,3548387097 0,5
0,2307692308 0,0001492656 0,2108433735 0,0015337423 0,1473495578 0,0766550523 0,2366589327 4,48994212464601E-06 0,5909090909 0,2441860465 0,4838709677 0
0,4903846154 0,0002189229 0,2108433735 0,0613496933 0,0924330886 0,1045296167 0,3225058005 7,46990371294123E-06 0,3909090909 0,2674418605 0,564516129 0,6666666667
0,2115384615 5,97062452732556E-05 0,1024096386 0,0766871166 0,1039944505 0,1219512195 0,2737819026 6,61991466929998E-06 0,3 0,4069767442 0,2903225806 0,5
0,2884615385 0,0001592167 0,1746987952 0,1365030675 0,1213364934 0,1881533101 0,343387471 8,74988721395385E-06 0,3545454545 0,3372093023 0,3387096774 0,5
0,2788461538 0,0001293635 0,2891566265 0,217791411 8,67102144632638E-05 0,1010452962 0,4315545244 1,23098413261453E-05 0,2090909091 0,6162790698 0,1290322581 0,5
0,4903846154 0,0002189229 0,2108433735 0,0613496933 0,0924330886 0,1045296167 0,3225058005 7,46990371294123E-06 0,3909090909 0,2674418605 0,564516129 0,6666666667
0,2211538462 0,0002189229 0,1807228916 0,023006135 0,0895427481 0,1672473868 0,3573085847 0,00000239 0,6090909091 0,2441860465 0,7580645161 0,6666666667
0,3269230769 0,0002885802 0,2409638554 0,1687116564 0,0924330886 0,1114982578 0,475638051 9,18988154242695E-06 0,3454545455 0,3372093023 0,2903225806 0,5
0,2788461538 0,0005572583 0,1807228916 0,009202454 2,89034048210879E-05 0,0557491289 0,1554524362 0,00000209 0,4 0,4418604651 0,7903225806 0,1666666667
0,3269230769 0,0002885802 0,2409638554 0,1687116564 0,0924330886 0,1114982578 0,475638051 9,18988154242695E-06 0,3454545455 0,3372093023 0,2903225806 0,5
0,2211538462 0,0002189229 0,1807228916 0,023006135 0,0895427481 0,1672473868 0,3573085847 0,00000239 0,6090909091 0,2441860465 0,7580645161 0,6666666667
0,3653846154 0,0001990208 0,2951807229 0,2998466258 0,0001156136 0,0975609756 0,3155452436 1,48498085859672E-05 0,2636363636 0,2558139535 0,0806451613 0,3333333333
0,2403846154 0,0002089719 0,1686746988 0,0628834356 0,1704722816 0,0905923345 0,1670533643 0,00000325 0,4727272727 0,3953488372 0,7580645161 0,8333333333
0,2307692308 0,0001990208 0,1686746988 0,0567484663 0,0750910457 0,0696864111 0,222737819 0,9880001547 0,2363636364 0,488372093 0,8225806452 0,8333333333
0,3173076923 9,95104087887593E-05 0,234939759 0,213190184 0,1473495578 0,1602787456 0,3410672854 1,23598406816537E-05 0,5727272727 0,6511627907 0,1774193548 0,3333333333
0,25 0,000238825 0,1626506024 0,0659509202 0,0982137696 0,0557491289 0,2621809745 4,48994212464601E-06 0,5818181818 0,5697674419 0,7258064516 0,5
0,3173076923 8,95593679098834E-05 0,2409638554 0,2139570552 0,1357881958 0,1567944251 0,3410672854 1,23398409394503E-05 0,5636363636 0,6511627907 0,1774193548 0,5
0,3173076923 8,95593679098834E-05 0,2409638554 0,2139570552 0,1357881958 0,1567944251 0,3410672854 1,23398409394503E-05 0,5636363636 0,6511627907 0,1774193548 0,5
0,1923076923 0,0001592167 0,156626506 0,1449386503 0,112665472 0,212543554 0,3549883991 6,63991441150333E-06 0,5545454545 0,3255813953 0,5161290323 0,5
0,25 0,000238825 0,1626506024 0,0659509202 0,0982137696 0,0557491289 0,2621809745 4,48994212464601E-06 0,5818181818 0,5697674419 0,7258064516 0,5
0,3173076923 9,95104087887593E-05 0,234939759 0,213190184 0,1473495578 0,1602787456 0,3410672854 1,23598406816537E-05 0,5727272727 0,6511627907 0,1774193548 0,3333333333
0,3173076923 8,95593679098834E-05 0,2409638554 0,2139570552 0,1357881958 0,1567944251 0,3410672854 1,23398409394503E-05 0,5636363636 0,6511627907 0,1774193548 0,5
0,3173076923 9,95104087887593E-05 0,234939759 0,2246932515 0,1357881958 0,149825784 0,3457076566 1,2349840810552E-05 0,5636363636 0,6395348837 0,1774193548 0,5
0,3846153846 0,0002089719 0,1746987952 0,0391104294 0,1271171744 0,1358885017 0,2505800464 4,41994302693447E-06 0,4727272727 0,1511627907 0,564516129 0,3333333333
0,2307692308 0,2536719341 0,1626506024 0,0107361963 0,106884791 0,0975609756 0,1786542923 0,00000123 0,3 0,4302325581 0,7903225806 0,6666666667
0,4230769231 0,0002587271 0,1746987952 0,0705521472 0,2196080698 0,0592334495 0,192575406 4,26994496040946E-06 0,2090909091 0,1976744186 0,7258064516 0,5
0,2596153846 0,0001592167 0,1686746988 0,0076687117 0,0982137696 0,0836236934 0,1716937355 0,00000217 0,4818181818 0,1279069767 0,6935483871 0,5
0,2980769231 0,0001592167 0,1385542169 0,0996932515 0,118446153 0,06271777 0,2041763341 5,34993103938898E-06 0,3454545455 0,7325581395 0,5483870968 0,5
0,2788461538 0,0003184333 0,1325301205 0,1257668712 0,1502398983 0,0766550523 0,2412993039 8,64988850293724E-06 0,4545454545 0,2674418605 0,2258064516 0,3333333333
0,2788461538 0,0002189229 0,265060241 0,2745398773 0,1646916007 0,2195121951 0,4988399072 1,24498395215686E-05 0,3545454545 0,3604651163 0,1774193548 0,3333333333
0,2788461538 0,0003184333 0,1325301205 0,1257668712 0,1502398983 0,0766550523 0,2412993039 8,64988850293724E-06 0,4545454545 0,2674418605 0,2258064516 0,3333333333
0,2884615385 8,95593679098834E-05 0,1927710843 0,0122699387 5,78068096421758E-05 0,1149825784 0,2250580046 0,00000315 0,4 0,511627907 0,6451612903 0,3333333333
0,3173076923 0,0001691677 0,1686746988 0,009202454 5,78068096421758E-05 0,1010452962 0,2366589327 4,6299403200693E-06 0,4181818182 0,3604651163 0,5 0,3333333333
0,2019230769 0,0001890698 0,1626506024 0,0674846626 0,1011041101 0,0418118467 0,2041763341 0,00000347 0,3454545455 0,1279069767 0,6129032258 0,6666666667
0,2115384615 7,96083270310074E-05 0,1325301205 0,0153374233 0,1213364934 0,118466899 0,2250580046 0,00000339 0,4727272727 0,1162790698 0,5483870968 0,5
0,2788461538 0,0002189229 0,265060241 0,2783742331 0,1646916007 0,2195121951 0,4988399072 1,24498395215686E-05 0,3545454545 0,3604651163 0,1774193548 0,3333333333
0,2692307692 6,96572861521315E-05 0,1927710843 0,0828220859 0,0953234291 0,1986062718 0,2761020882 4,80993799989927E-06 0,4272727273 0,5697674419 0,6612903226 0,8333333333
0,3365384615 0,0002587271 0,1807228916 0,1349693252 0,1646916007 0,1114982578 0,3921113689 8,42989133870069E-06 0,3909090909 0,2558139535 0,3870967742 0,5
0,2115384615 8,95593679098834E-05 0,1746987952 0,1395705521 0,1271171744 0,1080139373 0,2064965197 8,24989365887083E-06 0,3636363636 0,1627906977 0,1935483871 0,5
0,2788461538 0,0003880906 0,1746987952 0,0636503067 0,0982137696 0,0940766551 0,2900232019 0,00000345 0,5181818182 0,2790697674 0,8064516129 0,6666666667
0,2692307692 6,96572861521315E-05 0,1927710843 0,0828220859 0,0953234291 0,1986062718 0,2761020882 4,80993799989927E-06 0,4272727273 0,5697674419 0,6612903226 0,8333333333
0,2692307692 0,0001293635 0,1746987952 0,0728527607 0,0837620672 0,1428571429 0,2250580046 4,00994831176633E-06 0,1909090909 0,2441860465 0,564516129 0,6666666667
0,2692307692 0,0001293635 0,1746987952 0,0728527607 0,0837620672 0,1428571429 0,2250580046 4,00994831176633E-06 0,1909090909 0,2441860465 0,564516129 0,6666666667
0,4038461538 0,0001592167 0,2891566265 0,0950920245 0,1357881958 0,0383275261 0,2900232019 9,04988334700366E-06 0,4636363636 0,5581395349 0,3225806452 0,3333333333
0,1730769231 0,0002587271 0,1807228916 0,0966257669 0,1097751315 0,0731707317 0,1856148492 5,54992846142219E-06 0,4818181818 0,3139534884 0,5 0,5
0,1923076923 0,0004577479 0 0,0122699387 0,0953234291 0,1324041812 0,2273781903 0,00000207 0,4909090909 0,1511627907 0,7096774194 0,3333333333
0,3365384615 0,0001492656 0,1445783133 0,004601227 0,0895427481 0,0940766551 0,1786542923 0,00000215 0,1636363636 0,1860465116 0,6774193548 0,5
0,2115384615 0,0003084823 0,078313253 0,009202454 0,1213364934 0,2020905923 0,3781902552 4,02994805396967E-06 0,3090909091 0,3488372093 0,4193548387 0,3333333333
0,2211538462 0,1044063209 0,186746988 0,0107361963 0,106884791 0,1846689895 0,3155452436 4,08994728057959E-06 0,6272727273 0,2209302326 0,5 0,6666666667
0,1923076923 0,000238825 0,1204819277 0,0306748466 0,0779813862 0,0522648084 0,2645011601 0,00000225 0,5818181818 0,6511627907 0,9516129032 0,6666666667
0,3653846154 0,0001393146 0,1686746988 0,1748466258 0,1618012602 0,2299651568 0,3109048724 1,11898557627593E-05 0,2454545455 0,0930232558 0,1935483871 0,5
0,2884615385 0,0001094614 0,2409638554 0,1418711656 0,1589109197 0,1358885017 0,2180974478 8,20989417446414E-06 0,2363636364 0,3953488372 0,4032258065 0,5
0,2788461538 0,0001592167 0,1807228916 0,0498466258 0,1213364934 0,3588850174 0,3944315545 4,7799383865942E-06 0,2909090909 0,4302325581 0,5322580645 0,8333333333
0,2884615385 8,95593679098834E-05 0,2048192771 0,0214723926 5,78068096421758E-05 0,1254355401 0,2366589327 0,00000289 0,4727272727 0,2674418605 0,7903225806 0,5
0,2307692308 0,0002189229 0,186746988 0,0153374233 0,1011041101 0,1324041812 0,2250580046 0,00000203 0,4909090909 0,1976744186 0,7903225806 0,6666666667
0,2980769231 0,0002089719 0,2469879518 0,1104294479 0,1328978554 0,1742160279 0,3758700696 8,25989352997244E-06 0,3636363636 0,3372093023 0,2580645161 0,3333333333
0,2884615385 0,0001094614 0,2048192771 0,0199386503 5,78068096421758E-05 0,1358885017 0,2296983759 0,00000289 0,4818181818 0,2674418605 0,7903225806 0,5
0,2884615385 8,95593679098834E-05 0,2048192771 0,0214723926 5,78068096421758E-05 0,1254355401 0,2366589327 0,00000289 0,4727272727 0,2674418605 0,7903225806 0,5
0,2692307692 0,0001592167 0,1626506024 0,1487730061 0,1357881958 0,181184669 0,4872389791 1,0309867105813E-05 0,2909090909 0,2674418605 0,1290322581 0,3333333333
0,2692307692 7,96083270310074E-05 0,2168674699 0,0076687117 0,0895427481 0,0871080139 0,1948955916 0,00000173 0,4636363636 0,1395348837 0,8387096774 0,8333333333
0,3653846154 0,0001393146 0,1686746988 0,1748466258 0,1618012602 0,2299651568 0,3109048724 1,11898557627593E-05 0,2454545455 0,0930232558 0,1935483871 0,5
0,2788461538 0,0001592167 0,1807228916 0,0498466258 0,1213364934 0,3588850174 0,3944315545 4,7799383865942E-06 0,2909090909 0,4302325581 0,5322580645 0,8333333333
0,2884615385 0,0001094614 0,2409638554 0,1418711656 0,1589109197 0,1358885017 0,2180974478 8,20989417446414E-06 0,2363636364 0,3953488372 0,4032258065 0,5
0,2788461538 7,96083270310074E-05 0,2168674699 0,0214723926 0,1300075149 0,0766550523 0,283062645 5,72992614125205E-06 0,5272727273 0,4302325581 0,4032258065 0,5
0,2596153846 0,0002189229 0,1626506024 0,0521472393 0,1097751315 0,1219512195 0,2041763341 0,00000315 0,4363636364 0,4418604651 0,7419354839 0,8333333333
0,2596153846 0,0001393146 0,1144578313 0,0076687117 0,184923984 0,118466899 0,4222737819 5,85992446557373E-06 0,3 0,3255813953 0,2419354839 0,5
0,2307692308 0,0002786291 0,2710843373 0,1503067485 0,0001156136 0,0696864111 0,4060324826 9,99987110166151E-06 0,5363636364 0,3953488372 0,2903225806 0,5
0,2307692308 0,0002885802 0,1445783133 0,0843558282 0,0924330886 0,0592334495 0,1786542923 0,00000223 0,2909090909 0,0465116279 0,8709677419 0,8333333333
0,3653846154 0,0002288739 0,1445783133 0,018404908 0,106884791 0,1289198606 0,3271461717 4,1899459915962E-06 0,3 0,2558139535 0,6129032258 0,6666666667
0,2307692308 0,0002786291 0,2710843373 0,1503067485 0,0001156136 0,0696864111 0,4060324826 9,99987110166151E-06 0,5363636364 0,3953488372 0,2903225806 0,5
0,2019230769 0,000238825 0,1686746988 0,0628834356 0,112665472 0,1114982578 0,1972157773 0,00000253 0,4545454545 0,4069767442 0,8225806452 0,6666666667
0,2596153846 0,0002189229 0,1626506024 0,0521472393 0,1097751315 0,1219512195 0,2041763341 0,00000315 0,4363636364 0,4418604651 0,7419354839 0,8333333333
0,1923076923 0,0001393146 0,1807228916 0,0076687117 0,1357881958 0,118466899 0,283062645 0,991000116 0,4909090909 0,2674418605 0,3870967742 0,3333333333
0,1538461538 0,0003681885 0,1626506024 0,0889570552 0,0953234291 0,06271777 0,2157772622 0,00000233 0,4545454545 0,0581395349 0,8709677419 0,8333333333
0,2211538462 0,0002786291 0,156626506 0,115797546 0,1011041101 0,0418118467 0,1832946636 0,0000032 0,3090909091 0,0581395349 0,8064516129 0,6666666667
0,2307692308 0,0002885802 0,1445783133 0,0843558282 0,0924330886 0,0592334495 0,1786542923 0,00000223 0,2909090909 0,0465116279 0,8709677419 0,8333333333
0,3557692308 0,0001293635 0,1927710843 0,0644171779 0,1618012602 0,1289198606 0,2412993039 6,81991209133319E-06 0,3545454545 0,3488372093 0,3548387097 0,6666666667
0,2980769231 0,0001990208 0,1987951807 0,009202454 0,112665472 0,0487804878 0,2064965197 0,00000329 0,3181818182 0,1976744186 0,5967741935 0,5
0,2596153846 0,0001393146 0,1144578313 0,0076687117 0,184923984 0,118466899 0,4222737819 5,85992446557373E-06 0,3 0,3255813953 0,2419354839 0,5
0,3846153846 0,0001194125 0,1204819277 0,0122699387 0,1039944505 0,0801393728 0,1716937355 0,00000377 0,2818181818 0,2790697674 0,5967741935 0,5
0,2788461538 0,0001990208 0,186746988 0,1042944785 0,118446153 0,0174216028 0,1670533643 5,42993000820224E-06 0,2909090909 0,2906976744 0,5483870968 0,8333333333
0,3653846154 0,0002288739 0,1445783133 0,018404908 0,106884791 0,1289198606 0,3271461717 4,1899459915962E-06 0,3 0,2558139535 0,6129032258 0,6666666667
0,4038461538 0,0001194125 0,265060241 0,0061349693 0,1646916007 0,0766550523 0,2366589327 4,46994238244278E-06 0,3363636364 0,1162790698 0,5161290323 0,5
0,2115384615 0,0001990208 0,1626506024 0,2285276074 0,1039944505 0,1010452962 0,2900232019 6,9699101578581E-06 0,4272727273 0,2558139535 0,8064516129 0,6666666667
0,2115384615 0,0001990208 0,1626506024 0,2285276074 0,1039944505 0,1010452962 0,2900232019 6,9699101578581E-06 0,4272727273 0,2558139535 0,8064516129 0,6666666667
0,2788461538 0,0001592167 0,2168674699 0,1196319018 0,1213364934 0,1393728223 0,2645011601 7,61990177946614E-06 0,5636363636 0,3488372093 0,4677419355 0,5
0,2403846154 0,0001393146 0,1686746988 0,027607362 0,1213364934 0,1254355401 0,2157772622 0,00000287 0,3818181818 0,1744186047 0,5806451613 0,6666666667
0,2115384615 0,0001592167 0,1686746988 0,0513803681 0,1097751315 0,2055749129 0,2900232019 4,34994392922283E-06 0,5272727273 0,3720930233 0,5322580645 0,6666666667
0,375 0,0003482864 0,6024096386 0,2967791411 0,0924330886 0,1393728223 0,3596287703 1,0309867105813E-05 0,5181818182 0,3255813953 0,6451612903 0,5
0,25 0,0002189229 0,2168674699 0,0214723926 0,1502398983 0,0557491289 0,3062645012 5,61992755913383E-06 0,6 0,3604651163 0,4032258065 0,5
0,2211538462 0,000248776 0,1807228916 0,036809816 0,1039944505 0,0975609756 0,2668213457 0,00000211 0,5363636364 0,2093023256 0,8225806452 0,6666666667
0,2115384615 0,0001990208 0,1626506024 0,2285276074 0,1039944505 0,1010452962 0,2900232019 6,9699101578581E-06 0,4272727273 0,2558139535 0,8064516129 0,6666666667
0,2788461538 0,0001592167 0,2168674699 0,1196319018 0,1213364934 0,1393728223 0,2645011601 7,61990177946614E-06 0,5636363636 0,3488372093 0,4677419355 0,5
0,2788461538 0,0002089719 0,2710843373 0,2101226994 0,1560205792 0,0975609756 0,3990719258 1,15798507357241E-05 0,3818181818 0,4069767442 0,1774193548 0,3333333333
0,2980769231 0,000248776 0,186746988 0,0552147239 5,78068096421758E-05 0,0662020906 0,1948955916 0,00000249 0,4181818182 0,3023255814 0,8709677419 0,6666666667
0,2596153846 7,96083270310074E-05 0,2048192771 0,0122699387 0,0837620672 0,0940766551 0,2877030162 3,96994882735964E-06 0,5545454545 0,488372093 0,564516129 0,6666666667
0,2115384615 0,0001194125 0,1927710843 0,036809816 0,0895427481 0,0836236934 0,252900232 4,22994547600288E-06 0,6 0,5348837209 0,5161290323 0,6666666667
0,3557692308 0,000248776 0,1686746988 0,0659509202 0,1213364934 0,0662020906 0,3387470998 6,73991312251993E-06 0,5818181818 0,4069767442 0,4677419355 0,5
0,3173076923 0,0002786291 0,1686746988 0,027607362 0,1039944505 0,1149825784 0,2459396752 0,00000225 0,4272727273 0,2558139535 0,8870967742 0,6666666667
0,2788461538 0,0002089719 0,2710843373 0,2101226994 0,1560205792 0,0975609756 0,3990719258 1,15798507357241E-05 0,3818181818 0,4069767442 0,1774193548 0,3333333333
0,25 0,0001791187 0,1506024096 0,1549079755 0,1328978554 0,2229965157 0,3944315545 8,94988463598706E-06 0,4090909091 0,3837209302 0,3064516129 0,5
0,3076923077 0,0001393146 0,1445783133 0,1595092025 0,118446153 0,2543554007 0,3665893271 7,96989726802425E-06 0,2363636364 0,3953488372 0,4032258065 0,5
0,2596153846 0,0001094614 0,1686746988 0,0122699387 0,1328978554 0,0696864111 0,1879350348 0,00000327 0,4181818182 0,3372093023 0,5967741935 0,6666666667
0,2403846154 0,0001293635 0,186746988 0,009202454 0,1242268339 0,0975609756 0,2505800464 4,46994238244278E-06 0,7 0,5348837209 0,4838709677 0,5
0,3942307692 0,0002686781 0,1686746988 0,1886503067 0,0924330886 0,0383275261 0,1252900232 6,08992150091189E-06 0,2454545455 0,2441860465 0,8064516129 0,5
0,375 0,0002985312 0,1385542169 0,1564417178 2,89034048210879E-05 0,0905923345 0,1995359629 4,52994160905269E-06 0,1909090909 0,2209302326 0,9032258065 0,5
0,2884615385 0,0001094614 0,1987951807 0,0107361963 0,0895427481 0,0696864111 0,180974478 0,00000276 0,3272727273 0,4651162791 0,6935483871 0,6666666667
0,3269230769 0,000248776 0,2048192771 0,0214723926 0,1271171744 0,2055749129 0,3758700696 0,00000236 0,4818181818 0,3604651163 0,8548387097 0,6666666667
0,2692307692 0,0002089719 0,1746987952 0,018404908 0,1039944505 0,1254355401 0,2157772622 0,00000108 0,3272727273 0,2325581395 0,9193548387 0,6666666667
0,3557692308 0,0001194125 0,2469879518 0,009202454 8,67102144632638E-05 0,0836236934 0,283062645 4,21994560490116E-06 0,4272727273 0,3488372093 0,5 0,3333333333
0,2980769231 0,000248776 0,3734939759 0,1058282209 0,1097751315 0,1533101045 0,2853828306 4,31994431591776E-06 0,4636363636 0,2441860465 0,8709677419 0,6666666667
0,2115384615 0,0001492656 0,0903614458 0,1395705521 0,1386785363 0,3449477352 0,4593967517 8,59988914742894E-06 0,3 0,0930232558 0,1774193548 0,3333333333
0,2019230769 0,0001492656 0,1445783133 0,0490797546 0,1097751315 0,2055749129 0,3317865429 4,27994483151118E-06 0,5363636364 0,3255813953 0,5322580645 0,6666666667
0,2692307692 0,000238825 0,2469879518 0,1012269939 0,1386785363 0,1846689895 0,3921113689 8,25989352997244E-06 0,4363636364 0,2790697674 0,2258064516 0,3333333333
0,2115384615 0,0001492656 0,0903614458 0,1395705521 0,1386785363 0,3449477352 0,4593967517 8,59988914742894E-06 0,3 0,0930232558 0,1774193548 0,3333333333
0,1442307692 0,0002786291 0,1626506024 0,0874233129 0,0808717267 0,1324041812 0,2853828306 4,74993877328925E-06 0,5909090909 0,2093023256 0,5806451613 0,5
0,1442307692 0,0002786291 0,1626506024 0,0874233129 0,0808717267 0,1324041812 0,2853828306 4,74993877328925E-06 0,5909090909 0,2093023256 0,5806451613 0,5
0,4903846154 0,0001890698 0,1686746988 0,0030674847 0,0693103648 0,0940766551 0,2761020882 0,00000273 0,2636363636 0,1511627907 0,7096774194 0,5
0,3653846154 0,0001492656 0,1746987952 0,1226993865 0,1531302387 0,2195121951 0,3178654292 9,18988154242695E-06 0,3545454545 0,1162790698 0,2903225806 0,5
0,2980769231 0,0006667197 0,078313253 0,0874233129 0,1039944505 0,0592334495 0,0951276102 6,00992253209863E-06 0,3363636364 0,0348837209 0,5 0,1666666667
0,3173076923 0,0002686781 0,1626506024 0,0383435583 0,0982137696 0,0905923345 0,2900232019 0,00000259 0,4909090909 0,1860465116 0,8225806452 0,6666666667
0,3269230769 0,0002288739 0,2108433735 0,1012269939 0,1328978554 0,149825784 0,3921113689 8,38989185429401E-06 0,3818181818 0,3604651163 0,2741935484 0,3333333333
0,25 0,0001990208 0,265060241 0,0996932515 0,1386785363 0,1637630662 0,3944315545 8,16989469005746E-06 0,3909090909 0,3023255814 0,1935483871 0,3333333333
0,3269230769 0,0001492656 0,2771084337 0,0889570552 0,1039944505 0,0522648084 0,1763341067 5,67992678574375E-06 0,3454545455 0,6511627907 0,5967741935 0,5
0,2692307692 0,0001393146 0,1807228916 0,2162576687 0,1300075149 0,1672473868 0,2946635731 9,92987200394986E-06 0,3818181818 0,1744186047 0,4193548387 0,5
0,3269230769 0,0002288739 0,2108433735 0,1012269939 0,1328978554 0,149825784 0,3921113689 8,38989185429401E-06 0,3818181818 0,3604651163 0,2741935484 0,3333333333
0,25 0,0001990208 0,265060241 0,0996932515 0,1386785363 0,1637630662 0,3944315545 8,16989469005746E-06 0,3909090909 0,3023255814 0,1935483871 0,3333333333
0,3269230769 0,0001592167 0,1686746988 0,0199386503 0,0924330886 0,0975609756 0,192575406 4,2899447026128E-06 0,3454545455 0,1976744186 0,4677419355 0,5
0,2307692308 0,0001890698 0,2831325301 0,009202454 0,4219319036 0,0905923345 0,222737819 5,12993387515243E-06 0,4636363636 0,3372093023 0,3387096774 0,3333333333
0,2596153846 0,0001990208 0,1506024096 0,0644171779 0,0837620672 0,181184669 0,2761020882 0,00000363 0,4090909091 0,2558139535 0,6774193548 0,6666666667
0,3269230769 0,0001890698 0,186746988 0,009202454 0,0895427481 0,0871080139 0,1647331787 0,00000181 0,2818181818 0,1279069767 0,7580645161 0,5
0,3846153846 0,0001990208 0,1506024096 0,0429447853 0,0693103648 0,0871080139 0,2088167053 0,00000248 0,2363636364 0,1744186047 0,8064516129 0,5
0,4134615385 0,0001791187 0,1626506024 0,0567484663 2,89034048210879E-05 0,1428571429 0,2645011601 5,00993542193248E-06 0,4 0,1279069767 0,5161290323 0,5
0,2692307692 0,0001492656 0,2228915663 0,1211656442 0,1039944505 0,1533101045 0,3341067285 8,64988850293724E-06 0,4363636364 0,3023255814 0,2258064516 0,5
0,2115384615 0,000248776 0,1204819277 0,018404908 0,0895427481 0,1637630662 0,3480278422 4,78993825769582E-06 0,6272727273 0,3604651163 0,4838709677 0,5
0,2115384615 0,000248776 0,1204819277 0,018404908 0,0895427481 0,1637630662 0,3480278422 4,78993825769582E-06 0,6272727273 0,3604651163 0,4838709677 0,5
0,3365384615 0,0001194125 0,1746987952 0,2898773006 0,112665472 0,2334494774 0,5290023202 1,32598290808031E-05 0,3454545455 0,3023255814 0,1935483871 0,5
0,2692307692 0,0001492656 0,2228915663 0,1211656442 0,1039944505 0,1533101045 0,3341067285 8,64988850293724E-06 0,4363636364 0,3023255814 0,2258064516 0,5
0,3365384615 0,0001194125 0,1746987952 0,2960122699 0,112665472 0,2334494774 0,5290023202 1,32598290808031E-05 0,3454545455 0,3023255814 0,1935483871 0,5
0,2307692308 0,0003880906 0,1144578313 0,1180981595 0,0837620672 0,0766550523 0,3085846868 0,991000116 0,4545454545 0,2674418605 0,6935483871 0,5
0,2115384615 0,000248776 0,1204819277 0,018404908 0,0895427481 0,1637630662 0,3480278422 4,78993825769582E-06 0,6272727273 0,3604651163 0,4838709677 0,5
0,3269230769 5,97062452732556E-05 0,1927710843 0,0076687117 0,0635296838 0,1602787456 0,2482598608 5,0699346485424E-06 0,2909090909 0,523255814 0,3225806452 0,5
0,1826923077 0,0001393146 0,1325301205 0,2461656442 0,1271171744 0,1289198606 0,2343387471 1,14398525403008E-05 0,4727272727 0,3023255814 0,1612903226 0,5
0,1826923077 0,0001393146 0,1325301205 0,2461656442 0,1271171744 0,1289198606 0,2343387471 1,14398525403008E-05 0,4727272727 0,3023255814 0,1612903226 0,5
0,1826923077 0,0001393146 0,1325301205 0,2461656442 0,1271171744 0,1289198606 0,2343387471 1,14398525403008E-05 0,4727272727 0,3023255814 0,1612903226 0,5
0,4134615385 0,0001194125 0,1686746988 0,004601227 0,0664200243 0,1637630662 0,180974478 0,00000351 0,1818181818 0,1627906977 0,5 0,5
0,1923076923 5,97062452732556E-05 0,0903614458 0,0843558282 0,1213364934 0,0871080139 0,2645011601 6,50991608718165E-06 0,3090909091 0,4418604651 0,3064516129 0,5
0,0961538462 0,0001293635 0,1265060241 0,1472392638 0,106884791 0,0522648084 0,2389791183 6,12992098531858E-06 0,8545454545 0,3023255814 0,6774193548 0,6666666667
0,4134615385 0,0001194125 0,1686746988 0,004601227 0,0664200243 0,1637630662 0,180974478 0,00000351 0,1818181818 0,1627906977 0,5 0,5
0,1826923077 0,0001393146 0,1325301205 0,2461656442 0,1271171744 0,1289198606 0,2343387471 1,14398525403008E-05 0,4727272727 0,3023255814 0,1612903226 0,5
0,3557692308 0,0002587271 0,1445783133 0,0498466258 0,0895427481 0,0104529617 0,0580046404 0,00000387 0,2636363636 0,1627906977 0,6129032258 0,1666666667
0,2692307692 0,0005572583 0,1686746988 0,0582822086 0,0924330886 0,0592334495 0,1600928074 0,00000325 0,3545454545 0,4651162791 0,7903225806 0,5
0,3076923077 0,0003980416 0,0722891566 0,0598159509 8,67102144632638E-05 0,0731707317 0,1786542923 6,86991144684149E-06 0,1272727273 0,1511627907 0,1612903226 0,3333333333
0,3653846154 0,0002885802 0,2048192771 0,0398773006 0,0808717267 0,1393728223 0,3549883991 0,00000319 0,2636363636 0,1279069767 0,7096774194 0,5
0,3076923077 0,0003980416 0,0722891566 0,0598159509 8,67102144632638E-05 0,0731707317 0,1786542923 6,86991144684149E-06 0,1272727273 0,1511627907 0,1612903226 0,3333333333
0,2692307692 0,0005572583 0,1686746988 0,0582822086 0,0924330886 0,0592334495 0,1600928074 0,00000325 0,3545454545 0,4651162791 0,7903225806 0,5
0,4038461538 0,0001691677 0,1626506024 0,1395705521 0,1039944505 0,0452961672 0,1763341067 6,94991041565475E-06 0,2454545455 0,1627906977 0,5161290323 0,5
0,3653846154 0,0002985312 0,1686746988 0,0552147239 0,0837620672 0,0174216028 0,2389791183 0,00000349 0,2545454545 0,2209302326 0,7419354839 0,5
0,2980769231 0,0001791187 0,1626506024 0,0552147239 0,0895427481 0,06271777 0,1647331787 0,00000378 0,3636363636 0,1976744186 0,564516129 0,5
0,3846153846 6,96572861521315E-05 0,2048192771 0,0076687117 0,1011041101 0,1010452962 0,1948955916 0,00000385 0,3181818182 0,5813953488 0,5322580645 0,6666666667
0,4038461538 0,0001691677 0,1626506024 0,1395705521 0,1039944505 0,0452961672 0,1763341067 6,94991041565475E-06 0,2454545455 0,1627906977 0,5161290323 0,5
